         472639 function calls (450277 primitive calls) in 1.746 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 basevalidators.py:703(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:78(PrefilterManager)
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        3    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
        1    0.000    0.000    0.000    0.000 pylabtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:41(FilterWrapper)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       28    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 generator.py:69(DFAState)
       81    0.000    0.000    0.000    0.000 main.py:274(<listcomp>)
        1    0.000    0.000    0.000    0.000 buffer.py:155(Buffer)
        1    0.000    0.000    0.000    0.000 prompt.py:226(PromptSession)
       20    0.000    0.000    0.000    0.000 utils.py:279(_get_int_type)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:6(EditingMode)
        5    0.000    0.000    0.000    0.000 traitlets.py:3263(__init__)
        1    0.000    0.000    0.000    0.000 strings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _z.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1377(_missing_)
        3    0.000    0.000    0.000    0.000 _nticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 search.py:29(SearchDirection)
        2    0.000    0.000    0.000    0.000 _y.py:1(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:199(_dedent)
       30    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
        1    0.000    0.000    0.000    0.000 document.py:77(Document)
       23    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        3    0.000    0.000    0.000    0.000 __init__.py:386(__getattr__)
        6    0.000    0.000    0.000    0.000 basedatatypes.py:5756(_process_kwargs)
        1    0.000    0.000    0.000    0.000 prefilter.py:336(PrefilterTransformer)
        2    0.000    0.000    0.000    0.000 base.py:149(create)
        1    0.000    0.000    0.000    0.000 klass.py:322(ClassValue)
       30    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
       19    0.000    0.000    0.000    0.000 magic.py:85(magics_class)
        6    0.000    0.000    0.000    0.000 <frozen zipimport>:370(_get_module_info)
       42    0.000    0.000    0.000    0.000 typing.py:925(__hash__)
       81    0.000    0.000    0.000    0.000 main.py:276(<listcomp>)
        1    0.000    0.000    0.000    0.000 python.py:638(_PythonConsoleLexerBase)
       11    0.000    0.000    0.000    0.000 loader.py:362(__setattr__)
        1    0.000    0.000    0.000    0.000 prefilter.py:526(PrefilterHandler)
        1    0.000    0.000    0.000    0.000 bunch.py:1(<module>)
       22    0.000    0.000    0.000    0.000 argparse.py:248(end_section)
       81    0.000    0.000    0.000    0.000 main.py:254(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:22(Output)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        7    0.000    0.000    0.000    0.000 expatbuilder.py:725(install)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        9    0.000    0.000    0.000    0.000 basevalidators.py:388(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1619(__repr__)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
      188    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 names.py:516(AnonymousParamName)
       41    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       81    0.000    0.000    0.000    0.000 main.py:296(<listcomp>)
       81    0.000    0.000    0.000    0.000 main.py:252(<listcomp>)
       36    0.000    0.000    0.000    0.000 argparse.py:1612(_check_conflict)
        3    0.000    0.000    0.000    0.000 typing.py:1698(__repr__)
        6    0.000    0.000    0.000    0.000 loader.py:238(__init__)
        1    0.000    0.000    0.000    0.000 value.py:315(CompiledName)
        1    0.000    0.000    0.000    0.000 validator_cache.py:1(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:195(_indent)
       40    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 main.py:137(getVolume)
       21    0.000    0.000    0.000    0.000 traitlets.py:1272(class_init)
        1    0.000    0.000    0.000    0.000 debugger.py:175(Pdb)
       46    0.000    0.000    0.000    0.000 basedatatypes.py:2778(<listcomp>)
        2    0.000    0.000    0.000    0.000 _parser.py:1006(parse_template)
        2    0.000    0.000    0.000    0.000 app.py:58(has_focus)
        1    0.000    0.000    0.000    0.000 six.py:863(__new__)
        1    0.000    0.000    0.000    0.000 namespace.py:33(NamespaceMagics)
        1    0.000    0.000    0.000    0.000 flush_stdout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:84(InferenceState)
       81    0.000    0.000    0.000    0.000 main.py:277(<listcomp>)
        1    0.000    0.000    0.000    0.000 prefilter.py:577(MagicHandler)
       31    0.000    0.000    0.000    0.000 minidom.py:285(_append_child)
       81    0.000    0.000    0.000    0.000 main.py:255(<listcomp>)
       10    0.000    0.000    0.000    0.000 inspect.py:1790(_shadowed_dict)
        5    0.000    0.000    0.000    0.000 coloransi.py:113(__init__)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:113(HtmlFormatter)
      160    0.000    0.000    0.000    0.000 inspect.py:2722(name)
        1    0.000    0.000    0.000    0.000 _flatshading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipstruct.py:1(<module>)
       92    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
       39    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       14    0.000    0.000    0.000    0.000 minidom.py:1493(_create_document)
        1    0.000    0.000    0.000    0.000 conversion.py:1(<module>)
       30    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        1    0.000    0.000    0.000    0.000 prefilter.py:366(PrefilterChecker)
        2    0.000    0.000    0.000    0.000 basedatatypes.py:3072(_build_update_params_from_batch)
        1    0.000    0.000    0.000    0.000 paths.py:92(get_ipython_package_dir)
       81    0.000    0.000    0.000    0.000 main.py:273(<listcomp>)
       76    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        5    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
       44    0.000    0.000    0.000    0.000 argparse.py:252(add_text)
        1    0.000    0.000    0.000    0.000 logging.py:28(LoggingMagics)
        1    0.000    0.000    0.000    0.000 named_colors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 strdispatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
       11    0.000    0.000    0.000    0.000 argparse.py:256(add_usage)
      148    0.000    0.000    0.000    0.000 inspect.py:2734(kind)
        1    0.000    0.000    0.000    0.000 six.py:856(with_metaclass)
        1    0.000    0.000    0.000    0.000 executing.py:122(Source)
       81    0.000    0.000    0.000    0.000 main.py:298(<listcomp>)
        2    0.000    0.000    0.000    0.000 _layout.py:5(__init__)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 main.py:99(__init__)
        1    0.000    0.000    0.000    0.000 coloransi.py:135(__init__)
       80    0.000    0.000    0.000    0.000 lexer.py:385(bygroups)
        4    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        3    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        1    0.000    0.000    0.000    0.000 generics.py:38(LazyGenericManager)
        1    0.000    0.000    0.000    0.000 klass.py:132(ClassMixin)
        1    0.000    0.000    0.000    0.000 terminal.py:1(<module>)
       41    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        3    0.000    0.000    0.000    0.000 traitlets.py:2731(__init__)
       14    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
        7    0.000    0.000    0.000    0.000 cache.py:53(decorator)
      171    0.000    0.000    0.000    0.000 traitlets.py:2965(subclass_init)
        1    0.000    0.000    0.000    0.000 pep8.py:152(PEP8Normalizer)
        9    0.000    0.000    0.000    0.000 argparse.py:1549(_get_positional_kwargs)
       28    0.000    0.000    0.000    0.000 lexer.py:350(__new__)
       39    0.000    0.000    0.000    0.000 typing.py:1049(<genexpr>)
        1    0.000    0.000    0.000    0.000 pretty.py:173(_PrettyPrinterBase)
        2    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:174(install)
       47    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 prefilter.py:485(AutocallChecker)
        1    0.000    0.000    0.000    0.000 _k.py:1(<module>)
       33    0.000    0.000    0.000    0.000 python.py:226(<genexpr>)
        5    0.000    0.000    0.000    0.000 inspect.py:2063(_signature_is_builtin)
      173    0.000    0.000    0.000    0.000 traitlets.py:3113(subclass_init)
        1    0.000    0.000    0.000    0.000 classes.py:748(Name)
       88    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
        1    0.000    0.000    0.000    0.000 references.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _frames.py:5(__init__)
       41    0.000    0.000    0.000    0.000 cache.py:14(_memoize_default)
        1    0.000    0.000    0.000    0.000 ansi.py:276(<dictcomp>)
        1    0.000    0.000    0.000    0.000 extensions.py:25(ExtensionManager)
        1    0.000    0.000    0.000    0.000 project.py:59(Project)
        1    0.000    0.000    0.000    0.000 python.py:1105(NumPyLexer)
       18    0.000    0.000    0.000    0.000 expatbuilder.py:789(end_element_handler)
        1    0.000    0.000    0.000    0.000 iterable.py:183(Sequence)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:4255(BasePlotlyType)
       13    0.000    0.000    0.000    0.000 html.py:42(get_current_style)
        1    0.000    0.000    0.000    0.000 displaypub.py:126(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 _mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:166(CompiledSubprocess)
      160    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        5    0.000    0.000    0.000    0.000 ipapp.py:100(<lambda>)
        1    0.000    0.000    0.000    0.000 _i.py:1(<module>)
        6    0.000    0.000    0.000    0.000 basevalidators.py:1955(__init__)
        3    0.000    0.000    0.000    0.000 basevalidators.py:833(__init__)
        6    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 base_value.py:318(_ValueWrapperBase)
        1    0.000    0.000    0.000    0.000 prefilter.py:594(AutoHandler)
       19    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 configurable.py:465(LoggingConfigurable)
        5    0.000    0.000    0.000    0.000 ipstruct.py:41(__init__)
        1    0.000    0.000    0.000    0.000 magics.py:39(TerminalMagics)
      111    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       20    0.000    0.000    0.000    0.000 typing.py:1851(<genexpr>)
       42    0.000    0.000    0.000    0.000 decorator.py:214(<genexpr>)
       18    0.000    0.000    0.000    0.000 minidom.py:681(__init__)
        1    0.000    0.000    0.000    0.000 open_in_editor.py:1(<module>)
        3    0.000    0.000    0.000    0.000 traitlets.py:2438(class_init)
        1    0.000    0.000    0.000    0.000 compilerop.py:69(CachingCompiler)
        1    0.000    0.000    0.000    0.000 base_value.py:29(HelperValueMixin)
        2    0.000    0.000    0.000    0.000 _text.py:5(__init__)
       46    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _width.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeahead.py:1(<module>)
        3    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 _opacity.py:1(<module>)
        2    0.000    0.000    0.000    0.000 animation.py:51(__init__)
       14    0.000    0.000    0.000    0.000 main.py:374(addItem)
        1    0.000    0.000    0.000    0.000 cli.py:1(<module>)
       30    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 main.py:452(putOrder)
       11    0.000    0.000    0.000    0.000 loader.py:345(__setitem__)
        8    0.000    0.000    0.000    0.000 base.py:65(__invert__)
        1    0.000    0.000    0.000    0.000 base_value.py:339(LazyValueWrapper)
       15    0.000    0.000    0.000    0.000 loader.py:219(_is_section_key)
        2    0.000    0.000    0.000    0.000 _color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 usage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:33(_BaseEnvironment)
        1    0.000    0.000    0.000    0.000 stdlib.py:840(EnumInstance)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        4    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
       35    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 script.py:27(script_args)
       46    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
